scene_id,x,y
1,89669.8263482649,43133.249359249
1,89666.654747544,43127.828743249
1,89664.4003083518,43120.6122801863
1,89661.950536644,43120.2472643434
1,89656.5449946397,43118.2506879222
1,89653.4276236512,43113.5957646771
1,89649.1719847671,43116.5098383689
1,89648.8684761277,43118.6712936447
1,89644.8184108427,43119.6322709989
2,89630.3047534366,43129.093105304
2,89629.1003884295,43130.5739137025
2,89624.1856735323,43137.9120475824
2,89618.1439015533,43146.4114895188
2,89612.897341304,43155.8735651066
2,89606.23116858031,43166.65725822355
2,89611.814360477,43171.5002036686
2,89618.62250495913,43169.88281511697
2,89622.6966811481,43162.7636081065
2,89628.086034556,43158.3721331033
2,89630.6177207143,43153.6348138806
3,89632.704555116,43147.7427274125
3,89634.9383437007,43140.3489106976
3,89639.5655504141,43136.4784067738
3,89643.8097962264,43135.1802323213
3,89648.5240554177,43136.1116713347
3,89649.0887464917,43141.6208344029
3,89646.301192144,43146.6472149787
3,89639.3607445843,43157.6758101575
4,89630.78764282561,43170.12025488979
4,89627.96569399504,43173.673820083866
4,89608.5134915178,43178.5243286101
4,89617.2998416211,43185.7796210694
4,89621.0306228177,43189.6255196053
4,89633.5592390161,43196.5439575762
4,89640.4981241222,43193.8271352669
4,89631.8189842103,43176.4688554432
4,89639.6361425902,43170.4318756141
4,89646.425341623,43178.691562006
4,89649.101654387,43185.5334291619
4,89656.6736693537,43191.8660711309
4,89668.6436731222,43191.4134826905
4,89665.1074521774,43179.6958022461
4,89658.4442521555,43176.0670144591
5,89652.513674908,43174.5117894695
5,89645.4339251993,43173.1441576408
5,89642.0503931996,43165.0003688538
5,89647.9961913244,43162.1729441005
5,89652.299692273,43160.3594119467
5,89655.8376253848,43159.8908785924
5,89661.6618886708,43157.4651306518
5,89661.0506958824,43162.7214798541
5,89663.6128577529,43166.8849928936
6,89664.7806920926,43168.1940759718
6,89669.2709652169,43172.3295868684
6,89674.6236326687,43169.3694818043
6,89677.8115047852,43165.9241821922
6,89679.8964150076,43160.3123116582
6,89681.6547475909,43154.7147240089
6,89681.3344773571,43147.7755356096
6,89676.0338329674,43148.9587605396
6,89667.9898842817,43148.0958058434
6,89660.9439391378,43148.7363463111
6,89658.1682637781,43143.7187793147
7,89657.9547502889,43142.9714821025
7,89656.7804260983,43139.7687797644
7,89657.84603877,43134.8720308563
7,89657.9527955146,43131.4114090711
7,89657.388308802,43125.4884948382
7,89652.8140325069,43120.3180775175
7,89647.705034197,43119.8511405622
7,89644.8752246189,43121.2608977787
7,89640.2738942464,43122.1215393252
7,89638.3115092819,43122.1539169048
7,89630.3302459175,43129.0452219112
