scene_id,x,y
1,89630.06749,43130.69456
1,89620.24586,43144.56186
1,89610.71299,43157.4836
1,89613.62893,43169.95588
1,89618.95612,43168.04571
1,89625.06837,43161.52866
2,89637.34894,43140.62916
2,89645.03131,43133.77502
2,89647.55471,43141.52806
2,89642.90043,43150.85418
3,89628.48898,43170.63006
3,89619.72849,43176.53504
3,89614.04517,43187.69118
3,89627.42354,43200.35906
3,89639.42374,43177.86258
3,89641.49854,43180.56893
3,89647.77901,43183.64432
4,89650.7762671911,43185.79674438519
4,89667.29999850962,43190.00661223704
4,89663.70451,43177.12449
4,89655.96606,43174.17211
5,89649.85382,43171.95783
5,89645.08738,43169.49752
5,89647.38649,43164.20785
5,89649.68559,43162.85468
6,89656.13429,43159.9023
6,89663.2559,43160.39436
6,89665.89146,43170.97371
6,89669.81676,43173.311
6,89674.63927,43167.40625
7,89678.00381,43161.00944
7,89680.24683,43153.87453
7,89672.78877,43148.21582
8,89665.3307,43147.96978
8,89659.61098,43148.33883
8,89656.69505,43135.66822
9,89654.22772,43125.94999
9,89649.30281,43116.75491
9,89630.06749,43130.69456
