x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89669.8263482649,43133.249359249,0,0,0,-0.864177504757562,0.503187082774383,1.5
89668.2388975564,43130.4524222865,0,0,0,-0.856705235312314,0.515806300648288,1.5
89666.8782255206,43127.8822639965,0,0,0,-0.876085635421935,0.482155534456822,1.5
89665.4419605938,43125.6144772701,0,0,0,-0.868327420949747,0.495991421323757,1.5
89663.7033241036,43122.6663545258,0,0,0,-0.965770750613888,0.25939710341229,1.5
89660.8307942501,43121.0033109265,0,0,0,-0.958760558299818,0.28421504507788,1.5
89657.8070786149,43119.0378957636,0,0,0,-0.97051221433519,0.241051948397447,1.5
89653.95184118,43116.9968877098,0,0,0,0.995387706026301,0.0959339079350832,1.5
89650.615277634,43117.6460633101,0,0,0,0.986879680515611,0.161457412915623,2
89647.0411407864,43118.8477127675,0,0,0,0.982838859774967,0.184466191255315,8.33333333333333
89644.4559345821,43119.853565175,0,0,0,0.982838859774928,0.184466191255522,8.33333333333333
89642.0837573118,43120.7765322538,0,0,0,0.980114677324084,0.198431900897781,8.33333333333333
